content,Pays,Provenance
"all squirtles, 10/10",us,Google Play
"the support I'd doesn't mean anything lost my account, so link your account even if you shouldn't have to game was fun but now I'd say stay away because if something happens and you lost your account the game becomes spend money to have any chance of having fun",de,Google Play
This game is really fun but is too pay 2 win. I feel this must adjust the system matchmaking because when I fight the enemy they are level and I was level 5. Please adjust the matchmaking,fr,Google Play
"This game looks nice and clean but 12 hours for one booster is ridiculous. After getting all freebies, there is nothing much to do since I don't have a good deck to play around. Can't even get all reward against NPC since it requires certain type to attack.",de,Google Play
Simply Peak.,us,Google Play
"Buggy, constantly freezes and rapidly flashes (seizure warning). In addition to the health hazard, the packs are half or less than real pokemon packs, so it's very disappointing.",de,Google Play
Pack opening screen is super busted spent hourglasses on 10 pack openings 2 times couldnt see what I pulled 1st time had to restart and it put them in the dex but now the swipe won't work id get a black screen and guess we're the line is and can get single openings to work but 10 packs almost freeze understandable for a new game working out the bugs I'm liking it so far,us,Google Play
This game is so dgsht you would think it was designed by a bunch of inbred siblingcouples,de,Google Play
It's fun but the drop rate for cards is trash idk how anyone gets a ex card I just get the same pokemon over and over and over and over I'll never be able to play pvp because of it once they pull out their super over powered ex card I'm done for nothing a normal pokemon can do about it,us,Google Play
it's aight,us,Google Play
"Really fun and addtictive games, I'm not a Pokemon tcg collector but I love to play the retro tcg game so I have some knowledge in this game and I love pulling out different cards and trying to bulid an ultimate deck to win any matches against anyone regsrdless what deck they use I have 5 potential decks to play against with and one of them I play with help me to win quite alot matches but all 5 need some twtiching if I pull a card that able to help.",us,Google Play
The connection is always unstable when pvp despite my connection is good. The rewards are basically like nothing everyday,fr,Google Play
"I want Auto battle in PVP ! And it's too expensive for a chance at gambling for cards ""buy gold to reduce timer to open a packet to get a random reward"" , Too expensive per month for some virtual cards",us,Google Play
"Unstable since the last update, I keep trying to do some pvp but I am either met with an error or can't end my turn and have to see my time run to 0. Not even the one minute timer could get me out of that softlock! And of course these problems are counted as losses instead of draws!",fr,Google Play
This app is so good it made me leave my wife and infant child. Now there is finally enough time to play this game 23 hours a day,fr,Google Play
"Won 4 in a row, lost 5 to bad luck, have to start all over. Horrible, horrible, HORRIBLE event. Anti-fun.",de,Google Play
This app keeps freezing my phone. At least pokemon go was some what playable and never freezed my phone all Go did was kick me out of the app. This app Pokemon TCG pocket won't even start up for me it freezes on a white screen. I only got to play like 3 minutes before it white screened forever. Update how do I unconnected my account fom this at this point. This is literally unplayable.,de,Google Play
Clear difference in quality of what packs give when you spend money versus when you don't.,de,Google Play
love it it feel really nostalgic 💕😍🤩🤩🥳,de,Google Play
"i just somewhat recently got into yugioh, so it's really awesome to get into the pocket monsters trading card game too (even if ain't exactly 💯 like it's real world counter part)",fr,Google Play
"so far, very fun. very nostalgic.",us,Google Play
Crash on start,fr,Google Play
love this and I don't have to spend any money....,fr,Google Play
Lovely 10-10,de,Google Play
"Fun game but it demands ranked style match making. I'm lvl 9 going against lvl 30 players in the top tier of tournament ranking, it a fun game but it feels like some keeps smacking the game out of my hand every time I go against one of these people. I'm still working on having a first deck that isn't just slopped together meanwhile they have tournament ready decks.",us,Google Play
"incredible detail,art,and fun",de,Google Play
Best game!!,fr,Google Play
I love this game it couldn't be better it is just worse than Fortnite.,de,Google Play
happy now I'm rich,fr,Google Play
"Here's the thing: I want to give this 5 stars. The game itself is fun, art is beautiful, battling is more or less, a good time. It's addictive, and when you first start out it's exciting to see what cards are pulled. But I've been screwed so many times due to bugs. Draw a card won't pull cards- I have cards to pull. The coin flip is obviously 50/50 shot, but I almost never get them when it counts (for attacks) which makes my Pokémon useless. Count downs are a bit outrageous for picks and packs.",us,Google Play
